Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance ,2015 Governance ,2016 Governance ,2017 Governance ,2018 Governance ,2019 Governance ,2020 Governance ,GDP PER CAPITA PER CAPITA 2000 ,GDP PER CAPITA PER CAPITA 2001 ,GDP PER CAPITA 2002 ,GDP PER CAPITA 2003,GDP PER CAPITA 2004 ,GDP PER CAPITA 2005 ,GDP PER CAPITA 2006 ,GDP PER CAPITA 2007 ,GDP PER CAPITA 2008 ,GDP PER CAPITA 2009,GDP PER CAPITA 2010 ,GDP PER CAPITA 2011 ,GDP PER CAPITA 2012 ,GDP PER CAPITA 2013 ,GDP PER CAPITA 2014 ,GDP PER CAPITA 2015 ,GDP PER CAPITA 2016 ,GDP PER CAPITA 2017 ,GDP PER CAPITA 2018 ,GDP PER CAPITA 2019 ,GDP PER CAPITA 2020 
Albania,58.98,61.43,64.54,66.62,67.46,71.42,65.85,54.73,74.38,65.46,49,,,,,,,,,,,,,,39.59,39.89,43.76,46.6,45.31,44.97,47.44,44.87,42.48,44.23,46.91,46.02,45.9,51.43,44.87,37.64,43.36,43.37,56.01,45.36,49.72,40.03,40.43,63.29,58.63,45.28,45.48,45.25,36.5,35.04,41.83,45.63,38.18,39.22,41.66,38.46,43.89,47.71,50.83,51.27,48.88,49.14,3862.48,4301.38,4661.38,4994.92,5423.2,5865.32,6557.8,7274.52,8228.33,8819.51,9636.11,10207.73,10526.32,10570.97,11259.3,11658.87,12078.8,12770.98,13546.48,14230.99,13817.76
Algeria,46.81,47.51,48.17,48.93,49.79,67.41,48.56,50.08,70.28,57.18,44.8,50.5,54.6,55.1,57.5,54.4,52.34,49.92,54.46,53.3,48.46,43.61,42.1,41.45,42.09,42.17,40.43,40.96,40.97,43.62,41.1,44.98,43.43,39.85,38.75,38.09,35.94,40.96,44.98,34.26,37.35,44.12,55.14,48.65,39.76,43.36,45.99,60.03,58.08,41.65,46.7,41.62,37.17,35.03,35.16,32.9,33.29,38.39,35.67,51.61,52.13,44.71,46.94,43.15,48.41,47.49,8446.59,8775.12,9293.84,10019.36,10591.04,11405.64,11776.04,12311.04,12643.15,12722.38,13095.45,13500.04,13303.33,13056.8,13003.27,12015.63,11624.34,11737.42,11921.73,11997.34,11268.26
Angola,42.79,43.72,45.15,47.51,48.47,36.35,47.57,28.69,51.32,37.44,29.7,,,,,,,,,,,,,,37.62,38.97,40.34,40.97,40.65,40.74,40.33,56.02,56.04,57.87,59.57,54.44,53.94,55.74,56.02,45.31,57.82,55.07,50.1,57.69,55.49,31.94,30.96,60.36,57.09,37.11,39.19,35,17.73,23.09,22.32,18.94,24.81,21.79,21.3,43.15,39.47,32.9,33.95,29.43,31.07,34.11,3289.41,3389.2,3785.15,3838.8,4225.47,4837.71,5362.02,6050.61,6607.29,6470.68,6587.99,6710.75,7412.97,7682.48,8179.3,7337.57,7103.23,7310.9,7099.97,6952.42,6538.45
Argentina,51.73,53.01,53.12,55.2,56.07,61.05,56.48,49.55,79.84,59.3,52.2,58.5,57.1,52.2,52.4,50.8,49.97,53.6,49.61,48.34,53.15,41.21,49.01,43.77,45.94,45.13,46.21,45.35,47.29,45.03,48.06,54.41,55.53,56.55,54.08,52.33,51.83,57.9,54.41,31.4,39.44,40.3,58.26,42.66,47.93,46.32,44.97,60.05,55.02,48.83,47.08,47.37,41.02,36.01,40.63,39.01,39.99,33.66,34.37,56.6,57.76,49.68,51.86,53.76,49.91,52.75,11618.79,11226.88,10052.49,11025.19,12214.74,13568.77,14951.73,16570.01,17404.07,16334.74,18061.93,19322.23,19641.35,20131.68,19683.77,20105.2,20307.87,23597.12,23305.85,22996.99,20767.61
Armenia,44.61,46.23,46.64,46.65,46.46,60.44,47.48,61.67,81.6,62.07,52.3,,,,,,,,,,,,,,44.44,43.24,43.79,43.43,43.28,43.33,47.25,42.15,43.33,38.91,38.83,37.68,36.57,39.27,42.15,33.58,44.64,42.22,56.15,44.37,48.9,48.35,47.5,58.25,49.94,45.69,49.89,51.56,49.29,41.81,37.29,40.46,37.89,34.16,38.39,48.56,49.99,51.38,50.01,51.06,51.64,58.12,2658.34,2995.91,3463.99,4043.66,4614.87,5455.43,6411.82,7551.64,8300.49,7233.04,7506.32,8025.46,9364.38,9835.8,10036.89,9969.66,10704.23,12115.14,13020.4,14231.18,13284.16
Australia,56.33,56.91,57.51,56.59,56.64,65.66,56.61,82.4,87.22,74.12,74.9,35.5,41.7,41.9,42.9,49.8,55.39,41.53,35.57,36.56,40.66,25.03,31.27,30.75,46.98,46.44,49.14,48.19,48.1,47.6,50.21,48.96,49.1,51.99,52.55,47.9,50.04,55.49,48.96,35.01,40.92,46.15,57.05,48.99,43.03,50.72,50.85,52.39,56.43,49.61,49.66,54.52,43.82,41.28,50.55,42.07,43.5,39.9,46.41,53.7,55.94,53.69,51.11,50.52,49.43,51.61,26321.45,27373.46,28718.24,29734.72,31308.21,32575.07,34288.86,36544.89,37459.31,40300.76,39301.34,41965.36,42826.79,45902.05,46880.22,46288.33,47339.97,48482.65,50252.84,52203.13,52518.32
Austria,67.88,67.67,67.72,68.4,69.09,78.13,68.92,78.32,86.64,78.97,79.6,48.7,45,48.2,52.9,54.3,58.09,57.19,55.39,50.69,52,49.49,48.78,44.74,51.33,52.52,53.77,54.77,55.19,54.17,56.67,55.04,55.66,53.48,47.83,47.28,43.39,51.18,55.04,38.7,40.67,48.6,52.34,53.5,49.1,56.6,58.33,62.95,54.91,55.08,56.97,60.9,53.32,53.21,58.18,61.63,60,56.09,59.74,51.41,56.73,57.93,60.88,61.24,60.91,62.45,29388.78,29715.64,31178.69,32111.12,33745.85,35013.71,37611.8,39382.8,41316.23,40948.22,42041.49,44452.73,46457.35,47922.05,48799.72,49865.9,52684.02,54169.96,57050.35,58649.67,55097.46
Azerbaijan,33.66,37.29,39.06,41.12,42.06,59.08,43.11,55.47,83.78,62.33,46.5,,,,,,,,,,,,,,39.71,38.74,40.14,40.22,42.08,41.45,45.08,30.97,30.04,29.04,31.94,32.61,33.66,43.56,30.97,37.14,39.14,42.66,47.17,44.1,46.33,41.85,42.98,58.58,46.01,47.62,47.34,47.88,34.52,29.49,33.76,36.07,39.77,33.82,38.19,52.03,54.07,52.48,47.03,46.56,48.35,49.43,3442.63,3836.6,4233.44,4716.38,5245.43,6850.81,9387.11,11957.39,13200.94,14248.89,14926.64,14804.57,15957.72,17188.95,17443.88,14938.4,14371.02,14121.41,14550.82,15049.94,14451.98
Bangladesh,38.23,39.04,40.18,41.44,42.14,43.95,42.55,25.61,41.77,29.56,29,,,,,,,,,,,,,,37.38,37.41,36.87,38.08,40.69,39.13,43.3,32.03,31.18,24.28,30.41,30.6,30.83,40.14,32.03,40.23,45.58,46.25,51.74,48.75,60.82,39.71,40.84,57.1,58.45,41.25,42.06,41.47,22.07,23.54,21.13,20.97,27.9,18.47,19.87,52.28,51.28,54.17,51.47,55.39,55.54,54.2,1331.55,1403.13,1453.26,1523.8,1620.43,1753.87,1901.72,2065.15,2206.51,2309.56,2439.07,2620.83,2937.63,3143.59,3368.06,3555.51,3848.96,4160.7,4547.48,4954.76,5082.68
Belarus,49.36,49.97,50.54,51.93,53.46,65.37,53.88,67.69,82.3,64.98,53,47.8,49.8,51.4,57.6,56.3,57.98,56.48,54.54,51.18,46.86,56.38,53.31,44.18,47.71,46.79,49.24,48.92,49.7,47.85,48.56,53.32,54.54,58.7,53.73,52.51,52.77,59.67,53.32,30.17,39.45,45.55,61.41,48.95,38.96,46.47,45.93,58.4,47.56,45.72,46.17,52.01,54.65,45.93,45.34,43.21,43.17,38.91,41.69,51.54,57.39,54.44,55.93,58.62,52.43,50.47,5808.36,6248.21,6709.85,7367.19,8489.48,9642.43,10994.77,12317.46,13885.75,14050.88,15349.23,16543.04,18071.51,18948.47,18955.91,18041.24,17725.75,18280.2,19338.67,20098.6,20199.7
Belgium,53.26,59.29,62.08,62.91,63.25,58.07,63.02,66.61,80.15,77.38,73.3,57.9,55,57.2,61.5,63.8,65.2,64.65,61.89,68.73,62.08,49.6,50.63,45.73,45.42,45.89,48.38,49.94,51.19,51.34,52.13,35.06,35.69,34.76,31.07,30.27,30.27,31.49,35.06,37.96,40.75,50.98,48.79,54.46,47.84,55.22,58.18,54.27,56.58,54.93,56.23,60.5,52.79,48.1,56.9,61.48,62.02,58.01,59.93,44.13,49.54,49.51,52.1,55.81,57.75,60.87,27796.65,28800.52,30282.29,30901,32036.5,33177.89,35212.02,36746.55,37883.33,37777.33,39870.49,40942.37,42290.76,43671.12,44929.69,46200.9,48597.4,50442.27,52662.53,54709.47,51968.19
Benin,49.65,50.37,50.12,50.32,50.5,39.59,50.38,32.42,43.66,38.17,30,,,,,,,,,,,,,,38.82,38.88,38.68,38.34,40.07,39.54,40.79,40.55,38.31,35.63,37.71,40.92,41.09,42.43,40.55,45.53,53.15,59.57,49.22,63.32,55,36.93,36.17,47.84,56.3,34.11,35.99,36.02,28.07,31.66,27.19,26.98,26.88,22.24,24.48,44.72,42.73,44.65,34.32,35.1,35.08,46.01,1759.72,1837.81,1895,1936.88,2015.64,2052.53,2135.26,2258.49,2347.92,2353.63,2364.12,2416.33,2498.5,2669.69,2833.41,2886.83,3004.81,3044.52,3236.67,3426.33,3505.64
Bolivia,54.33,54.64,54.62,54.89,54.42,44.34,54.57,50.48,71.09,55.98,44.3,,,,,,,,,,,,,,44.69,44.05,45.78,45.91,46.01,47.14,50.01,60.73,60.69,56.39,56.8,56.98,56.06,64.09,60.73,47.26,50.67,53.37,61.05,55.4,53.81,33.36,35.46,42.03,50.87,34.62,39.97,43.61,29.81,24.68,37.36,39.81,38.32,35.47,38.59,51.05,52.15,49.53,47.12,44.8,48.82,49.95,3437.62,3504.74,3580.81,3677.64,3863.45,4086.38,4335.38,4575.66,4868.44,4986.46,5167.11,5460.26,5921.65,6624.81,7056.83,7133.87,7499.77,8423.7,8863.35,9093.43,8367.33
Bosnia and Herzegovina,37.91,38.93,38.99,38.67,38.22,55.87,36.76,45.79,63.28,41.84,45.4,,,,,,,,,,,,,,40.49,40.09,45.1,46.2,48.91,49.16,50.47,48.87,50.27,51.56,49.78,53.41,52.63,60.11,48.87,33.4,42.96,44.71,40.5,47.35,42.6,46.44,46.94,52.2,52.97,48.6,49.58,52.47,30.73,24.69,31.42,39.94,42.28,41.56,43.11,40.98,45.13,50.02,47.58,53.27,54.71,54.05,4549.33,4751.16,5136.52,5373.57,6201.11,6479.66,7404.11,8186.57,9028.83,9035.26,9355.43,9976.46,10304.08,11016.56,11433.22,12010.71,13072.13,13753.83,14916.79,15847.13,15611.79
Botswana,48.49,49.35,50.24,51.51,52.71,41.31,53.74,47.6,70.72,51.7,40.4,,,,,,,,,,,,,,37.33,39.5,38.94,38.96,38.68,38.38,42.21,40.56,40.51,35.01,37.56,34.94,31.03,41.58,40.56,38.7,42.07,40.9,61.58,40.95,43.97,28.16,30.49,52.45,56.36,31.04,30.77,35.61,32.07,38.32,42.1,41.43,44.66,40.58,40.29,52.44,49.49,44.28,41.44,42.18,48.55,49.62,8784.19,8830.94,9347.85,9791.03,10144.51,10733.23,11742.5,12780.64,13552.63,12366.55,13352.29,14252.68,13590.52,14707.59,16300.83,15547.16,17260.46,17253.69,18058.06,18528.59,16920.85
Brazil,54.54,57.03,56.1,59.25,60.01,63.41,60.9,52.97,78.9,60.7,51.2,59,61.4,68,70.5,66.9,58.2,55.53,48.51,51.9,52.46,57.86,59.29,55.82,48.22,47.3,46.86,47.64,46.48,46.8,49.05,60.21,61.11,60.24,63.36,58.24,60.08,64.76,60.21,38.65,45.27,51.33,52.2,54.4,52.01,40.8,38.37,53.05,50.25,36.65,35.02,39.85,42.54,41.33,44.85,44.57,42.36,42.29,45.6,58.42,57.02,48.48,41.08,41.78,42.22,43.03,9060.79,9260.77,9568.06,9733.77,10445.34,10988.96,11642.44,12549.93,13312.76,13269.12,14299.55,15040.06,15046.29,15588.73,15718.56,14744.11,14256.16,14524.61,15020.44,15388.23,14836.31
Brunei ,62.16,62.8,62.67,62.21,62.79,60.75,62.49,66.49,67.86,63.57,54.8,,,,,,,,,,,,,,44.8,40.9,46.51,47.21,47.31,45.45,47.04,41.56,45.44,48.63,47.48,46.37,52.14,47.66,41.56,32.48,41.1,45.78,46.52,45.94,42.36,50.25,43.12,48.25,49.77,45.48,44.33,50.17,62.04,41.42,49.92,52.12,54.22,45.67,51.45,41.42,42.02,41.84,42.25,45.37,39.2,43.58,66439.14,68349.93,70717.78,72755.32,73808.32,75214.17,79772.89,81012.99,80036.75,78298.52,80280.02,83935.23,88245.96,83788.51,81371.23,62540.63,56297.23,60994.53,61839.12,64724.13,65661.69
Bulgaria,48.65,55.4,53.03,56.49,55.37,62.53,56.28,64.01,83.4,67.85,57,55.5,52.6,47.5,49.6,51.1,54.27,54.87,54.05,53.85,53.06,45.35,48.11,40.12,42.99,43.82,44.79,47.21,48.23,49.17,51.57,48.94,51.84,57.23,51.89,52.35,53.49,56.08,48.94,26.6,31.94,37.72,52.61,40.44,43.23,47.5,44.99,50.44,44.19,44.1,46.04,47.18,44.18,43.52,44.6,52.13,48.9,45.74,49.43,44.75,52.15,49.44,53.2,55.68,60.16,61.93,6424.76,6961.97,7786.42,8408.36,9193.83,10291.45,11392.88,12795.84,14335.67,14191.57,14879.27,15667.31,16247.49,16588.93,17561.38,18343.11,20019.59,21387.28,22911.3,24579.22,24367.32
Cambodia,52.63,52.61,52.8,53.51,54.46,41.69,55.29,35.44,51.24,43.23,33.6,,,,,,,,,,,,,,41.8,40.54,39.23,40.25,42.04,43.53,45.87,47.98,47.89,46,50.35,49.47,51.06,59.54,47.98,49.26,50.31,49.1,48.73,50.59,53.06,35.04,34.37,59.48,45.51,38.95,39.65,40.01,29.64,25.67,24.05,21.65,25.99,24.66,23.3,47.34,45.54,40.52,42.05,45.58,51.68,53.42,1075.41,1164.58,1237.65,1344.62,1499.09,1723.31,1936.88,2159.62,2314.46,2299.39,2427.24,2611.31,2868.74,3045.59,3185.34,3388.74,3675.04,3928.37,4259.2,4574.4,4422.05
Cameroon,41.85,43.26,42.6,43.32,43.15,44.62,42.97,36.68,57.13,40.81,33.6,,,,,,,,,,,,,,41.49,41.27,43.44,43.23,42.19,44.01,45.98,66.64,64.61,65.37,63.85,63.28,63.98,64.95,66.64,41.25,54.78,59.71,55.48,58.69,60.16,33.5,33.98,38.44,55.53,35.26,39.83,39.33,25.14,24.84,21.74,22.24,19.54,18.65,24.71,42.07,41.67,39.7,35.64,34.18,38.92,40.74,1941.7,2017.01,2079.76,2156.69,2302.12,2357.05,2444.75,2562.26,2629.89,2634.68,2681.89,2773.9,2855.45,3002.61,3185.36,3260.52,3405.06,3554.52,3690.07,3796.31,3772.74
Canada,55.64,56.01,56.7,57.19,58.06,66.44,58.41,73.14,85.06,72.18,71,37.6,38.9,40.7,43.9,46.3,45.16,40.39,38.81,38.74,43.06,33.98,34.26,31.01,50.36,49.93,50.82,51.39,51.07,52.16,51.28,62.19,65,66.47,61.91,61.1,62.03,60.6,62.19,36.36,36.65,47.37,53.42,49.89,37.14,49.42,50.58,50.69,36.41,48.44,48.68,50.77,50,43.53,50.46,49.06,48.68,49.73,55.38,50,54.2,48.08,49.25,48.41,50.49,52.53,29362.95,30214.09,30963.05,32333.48,33911.04,36327.23,38106.36,39555.5,40376.31,38893.72,40114.19,41666.71,42290.97,44298.58,45753.75,44670.08,46472.34,48317.1,50239.99,50660.58,48072.58
Chile,53.24,55.14,55.16,55.06,54.54,73.34,55.34,69.93,77.67,57.49,55.3,,,,,,,,,,,,,,43.43,42.11,44.64,44.89,44.85,45.89,50.57,48.87,51.25,52.54,50.52,50.26,51.64,54.24,48.87,37.42,43.02,41.99,45.99,44.37,51.78,32.81,31.64,45.56,51.09,34.52,36,46.56,40.31,33.97,43.42,43.82,45.06,43.63,46.13,57.21,56.27,54.31,53.2,50.66,53.83,54.15,9553.57,9972.65,10333.06,10841.33,11812.63,12746.59,15753.96,16941.83,16501.81,16159.61,18161.81,20342.56,21507.69,22439.27,22786.64,22698.55,23437.59,24470.7,24740.5,25974.73,25067.69
China,41.24,42.97,42.04,41.87,42.06,49,42.24,43,65.1,50.74,37.3,47,45.9,46.6,44.9,44.6,49.03,52.41,51.77,48.6,47.49,45.84,49.6,48.16,48.33,47.21,47.2,48.94,49.99,48.49,50.83,29.78,29.39,34.26,32.08,33.23,33.35,37.85,29.78,28.86,32.73,37.39,48.49,39.7,39.59,44.02,45.6,40.94,46.16,50.14,49.8,53.49,66.3,64.89,62.97,66.7,67.04,61.48,66.25,70.04,67.34,58.88,60.19,60.3,58.11,56.98,2920.56,3210.01,3534.85,3937.31,4425.87,5053.95,5836.57,6810.6,7574.22,8307.85,9253.77,10299.87,11197.6,11923.75,12549.77,12978.77,13572.62,14344.42,15608.97,16772.84,17312
Colombia,58.32,59.15,60.56,62.1,62.55,76.77,62.33,50.77,75.93,65.22,52.9,,,,,,,,,,,,,,45.92,45.17,46.73,46.62,46.53,46.66,47.4,58.14,57.46,56.24,62.42,61.5,61.7,62.02,58.14,42.56,50.18,50.47,45.24,50.11,49.84,35.35,34.71,47.18,36.95,31.81,33.97,37.05,44.31,40.2,39.07,38.58,39.23,37.54,35.06,51.35,50.92,54.77,49.19,50.76,49.99,53.04,6690.37,6843.74,7018.08,7319.54,7806.05,8324.75,9035.57,9781.97,10179.24,10258.97,10731.65,11604.1,12018.65,12727.76,13307.42,13265.8,13812.1,14171.32,14865.89,15621.09,14565.37
Costa Rica,65.96,68.37,69.33,68.65,68.63,86.4,69.03,58.53,80.03,67.85,52.5,,,,,,,,,,,,,,49.37,47.34,47.42,47.13,48.71,48.8,52.6,50.73,50.68,47.7,47.6,52.21,54.03,54.37,50.73,49.57,51.6,48.81,49.08,53.5,56.91,44.28,42.76,54.96,49.68,37.4,39.51,48.42,50.9,44.46,44.68,45.06,45.7,44.9,42.85,51.12,49.23,50.07,54.76,55.98,52.07,60.46,7838.44,8142.67,8414.66,8805.39,9305.99,9836.96,10727.2,11760.07,12392.29,12219.94,12863.85,13545.93,14321.52,15005.92,16067.33,17090.8,19075,20347.03,20994.4,21792.48,21031.82
Cote d'Ivoire,51.36,51.56,52.4,53.08,53.44,54.25,53.55,39.72,59.89,45.25,25.8,,,,,,,,,,,,,,38.91,39.64,42.53,43.92,42.88,42.76,45.28,61.85,64.19,61.93,56.58,51.67,50.81,55.2,61.85,45.04,55.08,57.61,46.54,57.92,59.84,30.78,31.85,43.53,48.39,33.67,35.77,33.69,20.79,17.63,26.23,30.96,28.01,25.44,29.63,36.83,39.5,38.12,41.35,43.15,43.89,48.03,2291.44,2289.13,2236.33,2199.9,2239.76,2300.12,2354.29,2406.78,2460.25,2501.73,2522.37,2404.04,2626.07,2828.4,3127.48,4652.89,4726.98,4830.75,5154.33,5432.99,5458.24
Croatia,60.79,60.3,61.08,62.23,63.7,68.65,64.16,62.23,86.98,65.45,63.1,49.7,51.7,47.4,50.2,47.2,56.37,52.79,56.35,58.43,60.66,61.19,62.39,56.97,46.73,47.92,51,53.37,54.4,54.23,57.18,52.59,53.46,55.15,54.73,56.69,57.05,61.09,52.59,37.95,45.6,55.79,52.26,59.8,57.7,52.6,52.12,35.46,41.68,46.74,47.21,52.28,46.63,44.78,50.76,52.93,52.33,48.54,50.91,45.9,51.32,50.97,56.69,57.28,58.53,63.92,10587.43,11550.99,12646.83,13549.79,14533.25,15300.61,17421.01,19318.72,20768.81,20009.63,19814.6,20804.39,21168.85,21820.52,22060.74,23005.1,24876.31,26800.12,28554.39,30245.98,28503.88
Cyprus,56.24,56.62,57.25,56.9,57.04,56.26,57.15,66.23,80.24,72.6,64.8,46,43.2,46.6,53,54,60.94,57.61,66.99,65.12,64.28,52.29,44.34,41.66,42.24,42.03,41.23,42.28,44.14,45.84,47.56,31.32,29.64,24.71,20.43,26.59,28.11,31.82,31.32,38.03,44.36,47.19,48.98,51.44,45.38,52.63,50.88,33.4,46.16,50.01,50.94,53.61,46.47,43.23,43.65,44.01,43.42,46.61,48.22,42.84,48.35,44.11,49.59,49.18,52.09,58.78,21297.77,22871.72,23556.32,24254.8,25923.23,27763.23,29975.32,32841.72,34830.12,33909.73,33449.09,33313.47,31834.72,30375.12,30080.3,31815.14,35719.07,38050.86,40476.39,41514.51,38458.19
